novel_name,novel_size,updatetime,novel_url,novel_info
Moba：我，LPL阴间中单(1-658),2.63 MB,2021-09-10,https://www.trxs.cc/tongren/6089.html,苏晨，重生S7的EDG，开场生死局！！
直播：悬赏金曝光震惊忍界(1-183),1.41 MB,2021-09-09,https://www.trxs.cc/tongren/6086.html,木叶60年，鸣人、佐助、小樱三人正在抢铃铛。
人在美食：开局揭穿阿卡西亚(1-251),1.58 MB,2021-09-09,https://www.trxs.cc/tongren/6085.html,林阳穿越到美食的俘虏世界，不小心揭穿了阿卡西亚，激活了美食签到系统。
卫宫士郎，行走于崩坏的大地(至最新卷25章部署),3.11 MB,2021-09-09,https://www.trxs.cc/tongren/6084.html,心灵死去的机器人，降临到被崩坏所侵蚀的大地。
旗木家的三刀流剑豪(全本),1.74 MB,2021-09-08,https://www.trxs.cc/tongren/6083.html,索隆的三刀流+八门遁甲+霸气
全民皇帝：统一全球从签到开始(1-139),1.23 MB,2021-09-08,https://www.trxs.cc/tongren/6081.html,全球惊变，所有人穿越到异世界！
刚成主神的我金手指是聊天群(1-196),1.20 MB,2021-09-03,https://www.trxs.cc/tongren/6066.html,顾缘穿越到了一个所有人都能成神的众神国度，在这里，每个人年满十八岁后都有一次免费点燃神火成就真神的机会。
万界角色聊天群(1-1122),4.98 MB,2021-09-03,https://www.trxs.cc/tongren/6065.html,陈执穿越到超凡世界的第十八年，金手指上线。
无敌从娶了璃月七星开始(至第二卷第15章),2.32 MB,2021-09-03,https://www.trxs.cc/tongren/6064.html,秦知穿越到了原神世界，恰好被璃月七星中的天权星凝光捡回家，成为了群玉阁指定继承人。
世界冠军装路人，被十六岁的我打懵(1-211),1.15 MB,2021-09-03,https://www.trxs.cc/tongren/6063.html,世界乒乓球冠军张远，开启直播伪装路人来到一个小兵乓球馆虐菜。
重生柳神，洪荒签到千万年(全本),3.36 MB,2021-09-02,https://www.trxs.cc/tongren/5629.html,柳白魂穿至洪荒，成为不周山一颗大柳树。
我在漫威创造天使文明(1-307),1.79 MB,2021-09-02,https://www.trxs.cc/tongren/6059.html,重生漫威，洛华成为了天使之王！
某美漫的传奇人生(全本),5.84 MB,2021-09-02,https://www.trxs.cc/tongren/6058.html,无双炼药系统：我可以助你丹药得道。
斗罗之开局苟到满级(全本),1.17 MB,2021-09-01,https://www.trxs.cc/tongren/6057.html,苏幕天很苦恼。 穿越到斗罗大陆，成为海神岛的少神。 开局就是三大极限斗** 架，波塞西打爆千道流跟唐晨，苟在海神殿里的苏幕天足不出户就指点江山……
全民墓园生存：开局挖到马小玲(1-293),1.78 MB,2021-09-01,https://www.trxs.cc/tongren/6056.html,全民被神秘力量召唤到墓园世界。
柯南之我的老姐毛利兰(卷5第25章),2.44 MB,2021-08-27,https://www.trxs.cc/tongren/6038.html,本书全称《穿越柯南世界，要么你比我姐漂亮，要么比我妈十七年前漂亮，否则凭啥让我喜欢你》
我终结了神明(1-733),2.28 MB,2021-08-26,https://www.trxs.cc/tongren/6037.html,穿越到奇幻大陆的罗修成为一名天资平平的见习骑士，还好随身携带了一块功能强大的生物芯片。
三国：开局被刘大耳逼出山(1-501),3.08 MB,2021-08-26,https://www.trxs.cc/tongren/6036.html,白枫穿越到了三国时代，被刘大耳和诸葛亮火烧了自家小房，直接觉醒系统，悍然出山！
综漫・萌化世界(1-624),3.09 MB,2021-08-25,https://www.trxs.cc/tongren/6033.html,"
“你说你叫什么？你再说一次？”"
神豪：开局八块八秒杀十套商铺(1-702),2.95 MB,2021-08-25,https://www.trxs.cc/tongren/6032.html,苏浪脑子里莫名多了一个名叫“神级秒 杀”系统的购 物软件。而且每隔一阵子就会上架一些强到离谱的商品。
游戏开发：从逼疯玩家开始(至459章),2.82 MB,2021-08-25,https://www.trxs.cc/tongren/6031.html,方正穿越到一个科技树点歪了的世界，开发一个又一个的神级游戏，颠覆整个游戏圈。
超次元幻想店铺(全本),4.01 MB,2021-08-25,https://www.trxs.cc/tongren/6030.html,凌云因为码字疲劳，抵抗不住睡意倒在了书桌上，一觉醒发现自己已经穿越到了平行世界，并且还是肉身穿越。
综漫:开局获得翼神龙血脉(至531章),2.28 MB,2021-08-24,https://www.trxs.cc/tongren/5278.html,穿越到综漫的世界，第一个竟然是恶魔高校，还转生成父母双亡的姬岛家弟子。
我挨揍变强的秘密被海军曝光了(1-300),1.16 MB,2021-08-24,https://www.trxs.cc/tongren/6029.html,米乐携带系统穿越海贼，谁揍他，就可以得到对方能力。
我在FGO里的动漫日常(1-900),4.08 MB,2021-08-20,https://www.trxs.cc/tongren/6011.html,我叫百鬼龙二，是一介普通日本高中生兼迦勒底御主。
绑定国运：开局扮演瞎眼剑客！(1-98),1.02 MB,2021-08-20,https://www.trxs.cc/tongren/6010.html,随着人类生活资源日益枯竭，神秘的禁地直播悄然降临！在全球每个国家中，各选出一位幸运儿，总共197人，并与各自国家绑定。
末世：我有装甲房车(1~760),2.32 MB,2021-08-20,https://www.trxs.cc/tongren/6009.html,张毅在末世来临之前一周时得到了系统的提醒。
港片世界捡属性(全本),1.13 MB,2021-08-20,https://www.trxs.cc/tongren/6008.html,徐子明穿越了。他的穿越和别人不同。开局就看到小马哥在拿着钞票点烟。
签到五十年，我成了血族大佬(至419),2.90 MB,2021-08-19,https://www.trxs.cc/tongren/6007.html,方青砚穿越到了剑与魔法的异世大陆，百族纷争，乱世浮沉。但是很不幸他成为了一只吸血鬼，更不幸的是成了最弱小最卑微的末代血族。
与桔梗相伴除妖(1-435),2.73 MB,2021-08-19,https://www.trxs.cc/tongren/6006.html,「简介杜若一脸正气，“你救了我一命，作为报答，我帮你和你爱的人在一起。”
玄幻：悄悄拔剑十万次，出山即剑神(1-535),3.44 MB,2021-08-19,https://www.trxs.cc/tongren/6005.html,徐天穿越了，成了东荒长河剑宗的一名普通弟子。
从滚球兽开始(全本),7.71 MB,2021-08-18,https://www.trxs.cc/tongren/6004.html,俗话说，滚球生万物…・
玄幻：开局抽到帝落重瞳(1-323),2.06 MB,2021-08-18,https://www.trxs.cc/tongren/6003.html,秦洛穿越玄幻世界，觉醒抽卡系统。
神话复苏：开局编造楚人美(1-767),4.21 MB,2021-08-14,https://www.trxs.cc/tongren/5985.html,穿越一个科技唯物的世界，楚轩绑定神级剧本系统，只要制造剧本事件带来足够的影响力，就能获得剧本点。
全忍界公开，我幕后大boss身份曝光了(1-113),1.25 MB,2021-08-13,https://www.trxs.cc/tongren/5981.html,叶天穿越到火影世界，携带着一个推演系统，轻轻松松就可以推演任何动漫之中的能力，随手培养几个宠物，就将蜘蛛子、比鲁斯、狐妖红红、狐妖雅雅、狐妖容容、哥斯拉给培养了出来，随手炼制的武器更是凌驾于忍界六道仙人的武器之上，更是建立了一个个神秘的势力，而自身的实力更是超越了大筒木辉夜。
全民玄幻：我的功法会自己修炼(1-316),2.48 MB,2021-08-13,https://www.trxs.cc/tongren/5980.html,这是一个全民转生，进入亿万玄幻世界，人人如龙的时代！
神话大秦：开局娶了素素(1-1258),7.68 MB,2021-08-12,https://www.trxs.cc/tongren/5976.html,华夏最年轻的历史系教授苏文因为意外穿越到神话的世界。
自律！你见过凌晨四点的马林梵多吗？(1-724),3.58 MB,2021-08-12,https://www.trxs.cc/tongren/5974.html,懒鬼罗伊穿越海贼世界，激活自律系统，被迫成为自律大魔王。
你怎么抢我男人啊？(全本),1.58 MB,2021-08-11,https://www.trxs.cc/tongren/5969.html,李小川穿越到了原神世界，获得了好感度系统，硬生生把所有人的好感度刷到了最高。 
先天异人的我，居然能自动修炼(1-520),2.94 MB,2021-08-11,https://www.trxs.cc/tongren/5968.html,陈舟重生异人世界，降生之初便是百万人无一的先天异人！
以最强之名降临次元(全本),3.44 MB,2021-08-11,https://www.trxs.cc/tongren/5967.html,能够制增强的“闪耀”。
恶役少爷不想要破灭结局(至631章),4.96 MB,2021-08-11,https://www.trxs.cc/tongren/5459.html,贵族恶少罗亚・阿卡特在见到义妹的当天想起了前世的记忆，发现这里是曾经玩过的galgame的世界，而自己是游戏中公共线里绕不开的大反派。
禁地探险：扮演死侍，队友闷油瓶和宝儿姐(1-222),1.37 MB,2021-08-07,https://www.trxs.cc/tongren/5956.html,陆言穿越平行世界，入选【禁地探险】的幸运儿。
我在游戏里召唤英灵成真了(全本),4.79 MB,2021-08-07,https://www.trxs.cc/tongren/5235.html,“法兰西皇帝贞德想找某人看遍万水千山！”
选王游戏：黑之圣经(1-357),1.38 MB,2021-08-06,https://www.trxs.cc/tongren/5954.html,法医方远参与选王游戏，成为猎杀者。
从龙九开始的影视之旅(1-592),3.11 MB,2021-08-06,https://www.trxs.cc/tongren/5953.html,穿越了，成为刚从警校毕业的小小警员。
我的超次元朋友圈(全本),3.02 MB,2021-08-06,https://www.trxs.cc/tongren/5952.html,穿越到一个剑与魔法的奇幻世界，变成了纯血的暗精灵末裔。林月初开局就要迎娶猪头人新娘，很慌。
正派仙子都不放过我(1-422),2.98 MB,2021-08-06,https://www.trxs.cc/tongren/5951.html,穿越异世的苏千夜发现一个大问题，他貌似忽然成为了天命女主们的绝对反派。
人在海贼，开局雷神雷伊(1-435),2.88 MB,2021-08-05,https://www.trxs.cc/tongren/5949.html,穿越到海贼世界，秦洛获得诸天人物系统，领悟的进度越高，实力越强！
综漫：我在型月当外神(1-354),1.44 MB,2021-08-05,https://www.trxs.cc/tongren/5948.html,次元游戏系统，进入副本，完成任务，获得点数，强化自身！
领主时代：我，全服唯一充值玩家(1-301),1.59 MB,2021-08-05,https://www.trxs.cc/tongren/5947.html,“叮，您购买了首冲礼包，开启获得：S级天赋，唯一英雄，五阶兵种...”
我，邪神创造者！(1-2180),11.73 MB,2021-08-02,https://www.trxs.cc/tongren/4970.html,穿越到邪神窥视，魔物横行的世界中，陆羽在即将被邪神信徒架上祭台之前激活了怪物编辑系统，从世间万物提取素材进行编辑创造怪物，得到怪物是天赋技能和它们的一部分力量，自此踏上与邪神博弈的道路。
向往的生活：开局就结婚(1-628),3.05 MB,2021-08-02,https://www.trxs.cc/tongren/5936.html,开局就和当红女星结婚了！
好徒儿你就饶了为师伐(全本),6.16 MB,2021-08-01,https://www.trxs.cc/tongren/5934.html,他从洪荒走来，承载人族天命
拯救了型月的我成为了型月的主人(全本),4.58 MB,2021-08-01,https://www.trxs.cc/tongren/5932.html,我有一个未婚妻，名字叫做盖耶； 我家里养了一大堆萝莉，名字叫做伊莉雅、美游、克洛伊......
人在综漫：在线被动漫人物催更(1-362),1.42 MB,2021-07-31,https://www.trxs.cc/tongren/5930.html,穿越重生于霓虹的竹宫宇，依靠继承的旧书店咸鱼度日。
罐子商人：开局娜美砸出八级天(1-526),3.35 MB,2021-07-31,https://www.trxs.cc/tongren/5929.html,穿越海贼世界，李维获得了万界开罐系统，于是他开启了卖罐子之旅。
崩坏世界，琪亚娜不需要救赎(全本),3.38 MB,2021-07-30,https://www.trxs.cc/tongren/5928.html,本书原名――《白毛团子成长记录》 ――本体娜的成长史我们都在迷茫中跌跌撞撞，寻着希望的出口，寻找着自己想要的结果。
海贼之神级召唤(全本),1.95 MB,2021-07-30,https://www.trxs.cc/tongren/5926.html,穿越到海贼王世界，被卡普领养，成为了艾斯他们的大哥，本就是天才的王策，又得到了一个金手指，召唤系统。
穿越从武当开始(全本),4.95 MB,2021-07-30,https://www.trxs.cc/tongren/4876.html,穿越到武当山修行了八年之后，陆植的金手指终于姗姗来迟。
我这一法杖敲下去你可能会死(全本),5.76 MB,2021-07-26,https://www.trxs.cc/tongren/3788.html,来到异世界，职业是个法师，智力全无，力量拉满
为美好的无限献上萝莉(全本),6.88 MB,2021-07-25,https://www.trxs.cc/tongren/5912.html,    世界上没有谁是一只萝莉搞不定的，如果有，就再来一只！！
我的老婆是木叶纲手(1-186),1.34 MB,2021-07-25,https://www.trxs.cc/tongren/5911.html,晴树穿越到火影忍者，成为纲手的男朋友。
人在海军，开局成为太阳神(1-200),1006.68 KB,2021-07-25,https://www.trxs.cc/tongren/5910.html,火焰，温度，核爆，引力，神力....
谢邀！人在现代，已是皇帝(1-502),2.33 MB,2021-07-25,https://www.trxs.cc/tongren/5909.html,谢邀！人在现代，已是皇帝 骨灰都给你扬了
娱乐：把我淘汰吧，我想回家睡觉(1-173),1.35 MB,2021-07-24,https://www.trxs.cc/tongren/5907.html,穿越平行世界，获得咸鱼系统。
群主的修罗场(全本),9.79 MB,2021-07-24,https://www.trxs.cc/tongren/3546.html,林希明：“各位群友，我宣布，我不做人啦~！”
人在航海，开局提问白胡子(1-175),974.25 KB,2021-07-24,https://www.trxs.cc/tongren/5906.html,罗恪穿越海贼世界，竟然落到了月球还被封印起来。
灵气复苏中的二次元(全本),7.30 MB,2021-07-24,https://www.trxs.cc/tongren/5739.html,加藤惠：“我想成为一名伟大的法师！”
本大爷全都要(全本),2.14 MB,2021-07-19,https://www.trxs.cc/tongren/5892.html,花开花半，辉夜长空。
一把刀，砍翻海贼(1-342),1.74 MB,2021-07-19,https://www.trxs.cc/tongren/5891.html,穿越海贼，获得了剑道传承系统，开局更是解锁‘绯村剑心’剑客模板。
崩坏世界的我天命上班(1-698),2.80 MB,2021-07-19,https://www.trxs.cc/tongren/5890.html,神秘的灾害“崩坏”侵蚀了世界，被崩坏感染的人类，变成了没有思维，只懂破坏的“死士”，它们和从崩坏中诞生的巨大怪物“崩坏兽”，一同对这个世界造成了巨大的威胁。
拳打妖魔，脚踢鬼怪(1-1146),6.98 MB,2021-07-18,https://www.trxs.cc/tongren/5889.html,灵气复苏，灾祸降临。
我成了小说反派昏君(1-393),1.86 MB,2021-07-18,https://www.trxs.cc/tongren/5888.html,穿越架空历史小说中，成为一个废物昏君？
犬夜叉之我不是那个奈落(全本),2.60 MB,2021-07-18,https://www.trxs.cc/tongren/5886.html,“你就是奈落吧，那个传闻中披着佛佛皮的妖怪，快把四魂之玉交出来！”
太太，你渴望力量吗(全本),2.74 MB,2021-07-17,https://www.trxs.cc/tongren/5885.html,穿越之后，成为黄毛。
这个御主没良心(全本),4.58 MB,2021-07-17,https://www.trxs.cc/tongren/5884.html,【你是迦勒底的御主，人理的拯救者。】
露琪亚快用你那无敌的袖白雪想想办法(1-447),2.84 MB,2021-07-17,https://www.trxs.cc/tongren/5883.html,双殛之丘上……
原神真好玩(至卷④第10章),1.26 MB,2021-07-13,https://www.trxs.cc/tongren/5862.html, “我乃幽夜净土的主人，断罪之皇女菲谢尔，因命运
帝具？我只要女王(全本),1.72 MB,2021-07-12,https://www.trxs.cc/tongren/5860.html,(非综漫无限，斩赤世界观)
仙武：开局草字剑诀(1-1180),4.50 MB,2021-07-12,https://www.trxs.cc/tongren/5859.html,穿越仙武世界，成为大明帝国九皇子，统帅六扇门。
论怪兽的合成公式(全本),4.42 MB,2021-07-12,https://www.trxs.cc/tongren/5858.html,秦守降临怪兽电影世界，激活异常生物合成系统，踏上真正的打怪升级之路。
冒险公会不是约会平台啊！(全本),2.59 MB,2021-07-11,https://www.trxs.cc/tongren/5227.html,这里是跨越次元的冒险公会。
二次元之传教士(至魔法少女伊莉雅卷第七十七章),12.66 MB,2021-07-11,https://www.trxs.cc/tongren/231.html,　　上帝失踪后，翟楠不得不踏上寻找他老人家并修复世界的旅途。
被倒追不行吗？(卷三第24章),1.81 MB,2021-07-11,https://www.trxs.cc/tongren/5855.html,本书又名《外挂是弹幕，人在二次元》《爱情flag很多，但我能活很久》《情圣修炼手册》
人在宇智波，开轮回眼真的很难？(1-576),2.87 MB,2021-07-10,https://www.trxs.cc/tongren/5852.html,来到火影世界，成为宇智波富岳多出来的第二子。
这系统有毒(全本),3.41 MB,2021-07-10,https://www.trxs.cc/tongren/5075.html,我想写一本书。
娱乐之女神收藏家(1-1116),5.77 MB,2021-07-07,https://www.trxs.cc/tongren/4726.html,术高手重生回到2009年的平行世界，抽取神级技能【幸运90】，从此他的人生发生翻天覆地的变化，星耀整个世界。
我在东京签到打卡(全本),5.34 MB,2021-07-07,https://www.trxs.cc/tongren/5667.html,〖叮――签到奖励独栋建筑永久产权一份〗
综漫：我，绫小路口中的不良(至249章),1.23 MB,2021-07-07,https://www.trxs.cc/tongren/5843.html,来到了实教世界的凌凡，只想和大家坐下来聊聊人生，可不知不觉间，竟然成为同学口中的凌霸男，不良生！
我不是神代末年阴谋家(全本),2.37 MB,2021-07-06,https://www.trxs.cc/tongren/5839.html,人在型月，神代末年，圈子太小，利益相关，匿了。弗莱格・潘・多拉贡乌瑟之子，亚瑟之兄，王朝的终结者，神代落幕的见证人。
人在三十而已，开局相亲顾佳(1-511),1.58 MB,2021-07-06,https://www.trxs.cc/tongren/5841.html,穿回三十而已，林逸身怀神豪系统，开局就跟顾佳相亲。
开局爆出因陀罗查克拉(1-449),2.02 MB,2021-07-06,https://www.trxs.cc/tongren/5838.html,穿越到宇智波一族，考虑到木叶和宇智波的关系，本着枪打出头鸟的原则，即使身怀穿越者的标配外挂，流枫也一直低调做人。
武侠最强炮灰：吃东西就能变强(1-500),1.70 MB,2021-07-05,https://www.trxs.cc/tongren/5836.html,眼睛一闭一睁，林飞穿越成为了笑傲江湖里福威镖局里一开始被摧心掌打死的那个炮灰。
我的二次元日常生活才不会开后宫(全本),1.30 MB,2021-07-05,https://www.trxs.cc/tongren/5835.html,“老婆，辛苦了。”
斗罗之收徒就变强(全本),1.54 MB,2021-07-05,https://www.trxs.cc/tongren/5834.html,司庭轩穿越到斗罗大陆，觉醒收徒就变强系统，别人提升魂力靠修炼，他提升魂力靠收徒。
灵气复苏：开局创造人仙武道(1-251),1.70 MB,2021-07-02,https://www.trxs.cc/tongren/5822.html,穿越后，程昊以为自己的世界只是一个普通的世界。
斗罗之从小舞开始沾染红尘(全本),864.14 KB,2021-07-01,https://www.trxs.cc/tongren/5818.html,何从良穿越斗罗大陆，历尽千辛万苦，终于觉醒了双武魂。    
精灵：死都不信你们是神兽(1-533),2.43 MB,2021-06-30,https://www.trxs.cc/tongren/5816.html,莫名其妙重生到神奇宝贝世界，还拥有了无敌天赋系统。
从西伯利亚开始当神豪(1-798),3.01 MB,2021-06-30,https://www.trxs.cc/tongren/5814.html,绑定领主系统，开局赠送上万亩农场！
开局妹妹被夺混沌血(全本),3.39 MB,2021-06-30,https://www.trxs.cc/tongren/5505.html,重瞳已是无敌路，何须再借他人骨。荒域三万三千年，陈渊穿越异世，成为史上最年轻的圣王。
型月：我，莫德雷德，真是太孝顺了(1-278),1.19 MB,2021-06-30,https://www.trxs.cc/tongren/5813.html,重生成莫德雷德，激活孝心系统。
综漫：我的身份有点多(1-689),4.24 MB,2021-06-29,https://www.trxs.cc/tongren/5810.html,穿越到综漫日常世界，水崎悠马觉醒了系统，可以不定期签到获得新身份。
盗墓：开局云南虫谷融合金蚕蛊(1-322),1.37 MB,2021-06-29,https://www.trxs.cc/tongren/5809.html,徐浪穿越进入盗墓世界，获得无限融合系统，开局融合金蚕蛊，百毒不侵，统御万虫，飞花摘叶皆可下蛊。
我叫波风鸣人(全本),5.77 MB,2021-06-29,https://www.trxs.cc/tongren/5808.html,最强的遁术是“嘴遁？”
武侠之无上强者(至 风云无上老祖 ),3.01 MB,2021-06-26,https://www.trxs.cc/tongren/5794.html,穿越倚天世界，直接成为了峨眉派唯一的男子，还是少掌门...
万界商人，加入聊天群(1-285),1.77 MB,2021-06-25,https://www.trxs.cc/tongren/5790.html,无尽虚空之中，游走诸天的万界商人陆离，正在搜寻着蕴含文明的新世界。
这真是转生眼(全本),2.47 MB,2021-06-25,https://www.trxs.cc/tongren/5793.html,     带着转生眼来到海贼世界，做这片大海上最自由的人！
洪荒：拜师通天的我一键满级(至459章),2.95 MB,2021-06-25,https://www.trxs.cc/tongren/5792.html,穿越洪荒，为了觉醒系统，太玄开局拜师通天。
全民修仙:我的时间有点多(1-226),1.17 MB,2021-06-25,https://www.trxs.cc/tongren/5791.html,楚歌来到一个全民修仙世界，所有人十八岁时降临其他世界修炼考核。
人在漫威：真以为当至尊法师很难？(1-587),3.13 MB,2021-06-25,https://www.trxs.cc/tongren/5789.html,穿越到了漫威世界的魔法圣地卡玛泰姬，张扬莫名其妙成为卡玛泰姬的魔法学徒。
人在火影：开局扮演五条悟(1-464),2.92 MB,2021-06-24,https://www.trxs.cc/tongren/5785.html,获得人物扮演系统，还原度越高，能力就越强。
娱乐：大叔，请不要再释放魅力了(1-300),1.30 MB,2021-06-24,https://www.trxs.cc/tongren/5784.html,沈赋是谁？
我！夺舍九尾，宿主玖辛奈(1-280),1.73 MB,2021-06-24,https://www.trxs.cc/tongren/5783.html,重生火影，千日玖夺舍九尾，宿主玖辛奈！
全民御兽：我能看到隐藏信息(1-345),1.67 MB,2021-06-22,https://www.trxs.cc/tongren/5771.html,一觉醒来，几十亿人来到危机四伏的神秘世界，成为御兽师。
综漫：我，魔王大人，日常咸鱼(1-239),1.15 MB,2021-06-21,https://www.trxs.cc/tongren/5769.html,作为魔王，好不容易来到了梦想中的日常世界，悠叶本只想做一只享受日常，快乐的咸鱼。
我！柯南法医，神级学霸(1-455),2.76 MB,2021-06-21,https://www.trxs.cc/tongren/5768.html,职业法医高诚原穿越柯南世界，意外被妃英理收养成为高中生。
崩坏的中忍考试(1-189),1.07 MB,2021-06-21,https://www.trxs.cc/tongren/5766.html,木叶60年，正是鸣人这届下忍第一次参加中忍考试。
综漫：每月叠加一个新身份(1-183),1.08 MB,2021-06-20,https://www.trxs.cc/tongren/5765.html,我叫程诚，现名日向诚。
惊悚游戏 ： 恐怖签到(1-248),877.53 KB,2021-06-20,https://www.trxs.cc/tongren/5764.html,恐怖降临，全球一周内死去的所有人进入鬼怪世界成为玩家。
猫眼咖啡开在柯南(1-305),1.35 MB,2021-06-20,https://www.trxs.cc/tongren/5763.html,上官北辰，穿越名侦十几年，与猫眼三姐妹相依为命，成为了全国史上最年轻的警部，被誉为警视厅的荣耀，侦探克星，逆转局面，凭一己之力扭转警视厅在平民心中的口碑与地位。
大唐：开局融合霍去病(1-393),2.21 MB,2021-06-20,https://www.trxs.cc/tongren/5762.html,韩秋一觉醒来发现自己成为一名大唐边军，而且正在面对即将南下的二十万突厥大军。
我，刘邦，汉高祖，不是流氓！(全本),1.67 MB,2021-06-19,https://www.trxs.cc/tongren/5758.html,"汉秉威信,总率万国,日月所照,皆为臣妾,际天接地,人迹所及,咸尽宾服。"
无限动漫：开局跟甘露寺蜜璃相亲(1-286),1.15 MB,2021-06-16,https://www.trxs.cc/tongren/5742.html,林城穿越到了鬼灭之刃的世界。
超次元时代：我背负地球，独战诸天(1-400),1.59 MB,2021-06-15,https://www.trxs.cc/tongren/5740.html,穿越到平行时空，还没开始文抄公生涯，地球就超脱次元，开启了超次元时代。
向往的生活：荒野求生(1-609),2.81 MB,2021-06-15,https://www.trxs.cc/tongren/5738.html,向往的生活第四季，节目组脑洞大开，让嘉宾们在荒野求生。
三国：我摊牌了，我是曹操(1-634),4.32 MB,2021-06-15,https://www.trxs.cc/tongren/5737.html,东汉末年，穿越而来的考古学家徐闻最近有点烦。
都市：氪金就能轻松通关(全本),1.14 MB,2021-06-14,https://www.trxs.cc/tongren/5735.html,王旭穿越了，向真成为他的女朋友，他以为这是青春斗的世界。
名侦探：不收网，我快组织大佬了(1-300),1.26 MB,2021-06-14,https://www.trxs.cc/tongren/5733.html,柯南的世界。
我，仙王，加入聊天群(1-400+),1.59 MB,2021-06-13,https://www.trxs.cc/tongren/5732.html,穿越成了白衣禁区之主，还是头骨的状态，只剩下一缕执念。
全球文明养成：开局就是洪荒(1-330),1.60 MB,2021-06-13,https://www.trxs.cc/tongren/5729.html,林飞穿越到了一个人人都能孵化出文明的世界。文明的等级，决定着每个人的实力与地位。
海贼之漫画抽奖机(1-2001),6.50 MB,2021-06-12,https://www.trxs.cc/tongren/5727.html,穿越海贼世界！
直播：上流人生从旅行开始(1-470),1.90 MB,2021-06-10,https://www.trxs.cc/tongren/5717.html,开局收获旅游直播系统!
当综漫日常文男主遇上聊天群(1-285),1.36 MB,2021-06-09,https://www.trxs.cc/tongren/5714.html,本文的完整标题是：《身为综漫日常文男主的司空玄遇到次元聊天君羊是不是搞错了什么？》，又为《带错了系统的我莫名其妙变成了次元聊天君羊的大佬》。
论写轮眼如何在日常番中进化(卷④第8章),937.54 KB,2021-06-09,https://www.trxs.cc/tongren/5713.html,六花：晓~你的写轮眼快进阶成万花筒了吗？！
全球神邸：我在聊天群里做主神(1-367),1.70 MB,2021-06-09,https://www.trxs.cc/tongren/5712.html,一觉醒来，全球所有人穿越到了神�o世界。
全球凶兽，我有无数神级宠兽(1-400),1.73 MB,2021-06-09,https://www.trxs.cc/tongren/5711.html,“叮~你的宠兽暴风之鹰，获得神话级天赋一一风暴之子!
诸天增幅聊天群(1-346),2.08 MB,2021-06-09,https://www.trxs.cc/tongren/5710.html,唐三：什么？十万年魂骨？那个没兴趣！
比企谷八幡不想当救世主(全本),2.18 MB,2021-06-08,https://www.trxs.cc/tongren/5709.html,爆炸新闻，东京知名青年企业家比企谷八幡传出外遇绯闻，为公司即将和跨国集团的合作蒙上阴影。
大明之第一厂公(1-1631),5.82 MB,2021-06-08,https://www.trxs.cc/tongren/4485.html,穿越大明末期，成为九千岁，意外得到超级系统。
主神空间降临综漫日常番(1-460),3.09 MB,2021-06-08,https://www.trxs.cc/tongren/5707.html,时间是傍晚8点。
我加载了恋爱游戏(全本),4.65 MB,2021-06-04,https://www.trxs.cc/tongren/5593.html,【那就变得更俊美，如果可以打动美少女】
玄幻万界：开局签到神王体！(1-435),1.76 MB,2021-06-04,https://www.trxs.cc/tongren/5690.html,炎帝：“老乡见老乡，我还是个苦逼废柴，他却已经走上仙道，追求不朽！”
神豪：甩掉101女友(1-971),2.78 MB,2021-06-04,https://www.trxs.cc/tongren/5689.html,穿越而来，主角发现系统安排的身份之前是个舔*。
红楼：无双玉公子(1-420章),2.77 MB,2021-06-04,https://www.trxs.cc/tongren/5687.html,原名：红楼：开局错婚秦可卿
我欺骗了二次元女主(全本),2.65 MB,2021-06-03,https://www.trxs.cc/tongren/5684.html,林叶告白失败，激发‘超次元角色身份系统’，表面上，他是学校平平无奇的学生。
都市：开局获得抱丹修为(至573章),2.42 MB,2021-06-02,https://www.trxs.cc/tongren/5682.html,赵政穿越到了一个平行世界，这个平行世界居然还是数百本小说融合的世界？他居然是这些世界主角的背景板？不是在给主角送经验，就是在送经验的路上？
玄幻：我！开局创建天机楼(至218章),1.23 MB,2021-06-02,https://www.trxs.cc/tongren/5681.html,李云穿越玄幻世界，获得一座天机楼。
全民基建：开局打造万里长城(至307章),1.55 MB,2021-06-02,https://www.trxs.cc/tongren/5680.html,忽如其来，全人类被投放到异世界。
诸天从火影开始签到(1-第909章 夜风VS泰坦巨猿1),3.49 MB,2021-06-02,https://www.trxs.cc/tongren/5678.html,夜风穿越诸天万界。绑定了一个签到就能变强的系统。
人在综漫，青梅竹马英梨梨 /我，光之巨人，青梅竹马英梨梨(至234章),871.43 KB,2021-05-28,https://www.trxs.cc/tongren/5659.html,本书又名《我，光之巨人，青梅竹马英梨梨》
她们都想租借我(全本),2.33 MB,2021-05-28,https://www.trxs.cc/tongren/5657.html,圣诞节约会却被无情分手，常乐开始怀疑自己的魅力。
海贼：开局黑影兵团(至539章),1.91 MB,2021-05-28,https://www.trxs.cc/tongren/5656.html,海圆历1494年，黑炭大蛇与黑炭暮蝉、黑炭日暮暗中害死光月寿喜烧，谋夺将军之位，更是联合百兽凯多，整个和之国陷入恐慌。
末日：我有cf商城(1-1189),4.56 MB,2021-05-27,https://www.trxs.cc/tongren/5655.html,CF骨灰级玩家的秦楚触电死亡，醒来，竟来到了一个末日的世界...
高考后，带个系统去当兵(全本),3.79 MB,2021-05-27,https://www.trxs.cc/tongren/5533.html,重生平行世界，高考后没钱上大学，无奈参军。
