novel_name,novel_size,updatetime,novel_url,novel_info
人在司法岛，开局偷得吸收果实(1-300),1.35 MB,2021-05-27,https://www.trxs.cc/tongren/5653.html, 穿越到海贼世界成为司法岛上的海军士兵，麦恩的人生本已将近*带。
综漫：开局暴揍赤龙神帝(1-240),1.09 MB,2021-05-26,https://www.trxs.cc/tongren/5651.html,一梦醒来，白羽发现自己竟然穿越了，还获得了一个系统，一发入魂，抽取到了『绝对恶・阿兹达卡哈』力量传承，可以说是超神级开局。　　
综漫人在地错，开局三技能(1-320),1.53 MB,2021-05-26,https://www.trxs.cc/tongren/5650.html,这就是异世界的光景啊，真让人心涌澎湃！”站在斜坡，单手放在额头眺望视界尽头的那座魔幻城市，金发青年嘴角欣喜的上扬，眼神中充斥着某种情感。
我，新世界教父，开局获得满级格挡(至272章),1.86 MB,2021-05-26,https://www.trxs.cc/tongren/5649.html,雷恩穿越到了海贼王的世界，成为了一名炮灰少年兵。
我宙斯，不想当神王(1-1111),4.34 MB,2021-05-23,https://www.trxs.cc/tongren/5638.html,众神之神，万王之王，伟大的穿越者神王宙斯因为乱搞男女关系被众多的妻子和情人联手给柴刀，老惨了。
美女云集：神临二次元(1-第十四卷 海贼王 第199章：交易),5.94 MB,2021-05-23,https://www.trxs.cc/tongren/3645.html,『魔劣已完结，在地下城中寻求邂逅是否搞错了什么开始！』
地窟求生：我能看到提示(1-374),1.46 MB,2021-05-23,https://www.trxs.cc/tongren/5636.html,一觉醒来，几十亿人分散在封闭的地窟中。
综漫：开局签到无限龙神(1-1043),3.67 MB,2021-05-23,https://www.trxs.cc/tongren/4633.html,穿越恶魔高校世界，苏阳获得神级签到系统，开局便是签到奥菲斯？
万界：次元神殿(1-466),1.73 MB,2021-05-22,https://www.trxs.cc/tongren/5634.html,因缘际会，白洛成为了原初宇宙之中的原初魔神，拥有了万界之中最为强大的力量。
人在海贼：开局获得八奇技(1-402),1.74 MB,2021-05-22,https://www.trxs.cc/tongren/5632.html,带着异人中的八奇技，楚七夜来到了四五十年前的海贼王世界。
因为太怕倒霉就全点气运了(全本),3.29 MB,2021-05-22,https://www.trxs.cc/tongren/5631.html, 张玄生在十八岁那年，被SCP基金会收容了。
我，天庭之主，加入聊天群(1-330),1.50 MB,2021-05-21,https://www.trxs.cc/tongren/5630.html,秦天穿越洪荒，证大罗，夺造化，立天庭，登天帝。
这个充满病娇的世界好危险(全本),3.00 MB,2021-05-21,https://www.trxs.cc/tongren/5628.html,我有个姐姐，后来她成了学院偶像，但却是个病娇；
从现在开始当渣男(1-2041章),11.70 MB,2021-05-18,https://www.trxs.cc/tongren/5613.html,如果有一日，上天给了你一次当渣男的机会，你会如何选择？
洪荒：开局怒怼女娲娘娘(1-532),2.99 MB,2021-05-17,https://www.trxs.cc/tongren/5612.html,林天穿越洪荒之中，成为人族一员？
高武:开局窃取不死神凰天赋(至376章),1.82 MB,2021-05-17,https://www.trxs.cc/tongren/5283.html,方文穿越到被深渊侵蚀的世界，魔物横行，众多王者立足大地，震慑万灵，太古诸皇的阴影开始蔓延。
捡个魔王当女p仆(1-第三卷 181章),5.83 MB,2021-05-16,https://www.trxs.cc/tongren/5607.html,如果魔王沦为你的奴隶，你会对她做什么？
网游降临：开局万倍奖励(1-713),4.05 MB,2021-05-16,https://www.trxs.cc/tongren/5606.html,在诸神之战中陨落的秦风，再次苏醒居然重生回到了游戏发布之初。
人在忍界，开局叛逃(全本),1.15 MB,2021-05-16,https://www.trxs.cc/tongren/5605.html,帅气逼人：新人？
我打造了古老救世组织(至327章),2.03 MB,2021-05-16,https://www.trxs.cc/tongren/5604.html, 怪物即将入侵蓝星，唐佑获得救世组织系统，拯救人类。
我，盘古，加入聊天群(1-1339),4.93 MB,2021-05-15,https://www.trxs.cc/tongren/5603.html,穿越到世界未开辟之前，并且成为了盘古。
人在漫威，无限恶魔果实(1-445),1.92 MB,2021-05-15,https://www.trxs.cc/tongren/5602.html,秦骁穿越了，获得了一个能够兑换恶魔果实的系统。
洪荒：因为懒，开局化身气运金龙(1-332),2.22 MB,2021-05-12,https://www.trxs.cc/tongren/5587.html,敖升穿越到了洪荒世界，成为了还未破壳而出的龙蛋。
柯南：悠闲日子(1-分卷之哀殿终登场187章),6.15 MB,2021-05-11,https://www.trxs.cc/tongren/5585.html,来到了柯南的世界，成为了一个祖传的放贷者。
综漫：我想要平静的日常(1-378),1.52 MB,2021-05-11,https://www.trxs.cc/tongren/5584.html,我叫上原悠，现在的我想要平静的生活。
咆哮在木叶村的金狮子(1-207),747.61 KB,2021-05-11,https://www.trxs.cc/tongren/5583.html,穿越木叶，成为了一名普通的木叶忍者，
综漫:开局刀剑的死亡游戏(至591章),2.40 MB,2021-05-10,https://www.trxs.cc/tongren/5581.html,来之不易的莫名穿越，叶宇本以为可以平平淡淡的享受新生，不贪恋红尘，不求取成仙，只求世间繁华，你我安好。然而谁知所见所闻的世界居然是刀剑神域，还恰巧赶上了万人聚集的公测期――死亡游戏。
直播：我的老婆是魔王(1-250),1.44 MB,2021-05-10,https://www.trxs.cc/tongren/5578.html,韩羲穿越了。
Overlord开始:死神降临(1-415),2.31 MB,2021-05-09,https://www.trxs.cc/tongren/5577.html,『YGGDRASIL』一直流传着这样一个传说：
人在综漫，却获得了风后奇门(1-355),1.88 MB,2021-05-09,https://www.trxs.cc/tongren/5576.html,穿越综漫世界，本想大展身手却发现是个日常世界，适应了日常后你现在告诉我托尔和珈百璃竟然也降临了？这.要不是出生就传承了风后奇门，我差点就不信了！
三国：谋圣从误认曹操为岳父开始(至196章),765.18 KB,2021-05-09,https://www.trxs.cc/tongren/5575.html,一朝穿越汉末。
